eventId,speakerId,text
story_market_upper_unlocked,sera,レタスで食卓は飾れない。箱を開けた瞬間、顧客が美しさに息を止めるようなものを持ってきて頂戴
story_market_upper_unlocked,sera,悪い話じゃないはずよ。上層御用達になれば、栽培資格を取って堂々と農場をすることも夢じゃない。
story_market_upper_unlocked,sera,賢い選択、できるわね？
story_market_upper_unlocked,operator,……。
story_market_rebel_unlocked,narrator,雑踏に紛れて、そいつは話しかけてきた。
story_market_rebel_unlocked,nagi,下層に流した食糧の一部が、こっちにも届いた。
story_market_rebel_unlocked,operator,……。
story_market_rebel_unlocked,nagi,警戒するのもわかる。俺たちは今の社会のあり方を憂うものだ。
story_market_rebel_unlocked,nagi,管理局が配給する食料は毒だ。人々を弱らせ、明日を見れなくする。
story_market_rebel_unlocked,nagi,今はひたすら力を蓄えるんだ。戦うにも考えるにも、レタスが、食糧が必要だ。
story_market_rebel_unlocked,nagi,あんたの農場は商売だけで終わらないかもしれない。
story_market_rebel_unlocked,operator,面倒ごとはごめんだ。ただ、顧客が増えたということなら歓迎だ。
story_market_rebel_unlocked,nagi,今はそれでいい。俺たちの道は同じはずだ。
story_market_rebel_unlocked,operator,一つ聞かせてほしい。
story_market_rebel_unlocked,operator,このタイミングで接触してきたのは、偶然か？
story_market_rebel_unlocked,nagi,偶然ではない。
story_market_rebel_unlocked,nagi,もう一度言うぞ。
story_market_rebel_unlocked,nagi,俺たちの道は同じはずだ。
story_lower_market_first_leaf,narrator,初めてのレタスを収穫したころ、一人の来客があった。
story_lower_market_first_leaf,yun,あんたのレタスを買い付けたい。
story_lower_market_first_leaf,operator,あんたは誰だ。レタスのことをどこで知った。
story_lower_market_first_leaf,yun,下層の闇市は俺が取り仕切っている。
story_lower_market_first_leaf,yun,監視が特に厳しい下層において、生き延びるだけの情報収集能力はあるとだけ言っておく。
story_lower_market_first_leaf,yun,下層では、人々が常に飢餓と栄養不足に苦しんでいる。
story_lower_market_first_leaf,yun,管理局が出す栄養ペーストや合成食は、けっして十分じゃない。
story_lower_market_first_leaf,yun,人間にとって味覚がどれだけ大事かってことを、あいつらはよく知っている。
story_lower_market_first_leaf,yun,機能性だけ満たされた代わり映えのしない食事は、人間から生を奪う。
story_lower_market_first_leaf,yun,あんたのレタスは、それゆえに貴重だ。
story_lower_market_first_leaf,yun,高くは買えない。でも、そのレタスを本当に必要としているのが誰かは明白だろう。
story_lower_market_first_leaf,operator,……分かった。
story_lower_market_first_leaf,operator,始めての顧客だ。お手柔らかに頼む。
story_first_place_floor_lock_v1,support_robot,栽培ポッドの設備設置を確認。最初の一歩ですね。
story_first_place_floor_lock_v1,operator,……。
story_first_place_floor_lock_v1,operator,……誰？
story_first_place_floor_lock_v1,support_robot,私ですか？ 私は汎用型支援AIロボットです。マーラさんからここに働き口があると聞いて伺いました。
story_first_place_floor_lock_v1,support_robot,人は殺せませんが、農場を守る心強いパートナーですよ。
story_first_place_floor_lock_v1,support_robot,こちら、履歴書とメーカー保証書です。
story_first_place_floor_lock_v1,support_robot,追加OSを購入することで、様々な追加機能を獲得することができます。
story_first_place_floor_lock_v1,support_robot,充電休憩は１時間きっかりいただきます。
story_first_place_floor_lock_v1,operator,……。
story_first_place_floor_lock_v1,support_robot,ちなみに、設置した設備は、自由に動かすことができます。
story_first_place_floor_lock_v1,support_robot,また、タップ長押しか右クリックで詳細確認や売却、倉庫に戻すなどができますよ。
story_automation_os_unlocked,narrator,マーラから通信が入った。
story_automation_os_unlocked,mara,あんたのとこに、うちのポンコツロボがお世話になっているみたいだね。
story_automation_os_unlocked,operator,あんたに紹介されたと言っていたが。
story_automation_os_unlocked,operator,よく見守ってくれてるよ。レタスが育つのを。
story_automation_os_unlocked,mara,紹介なんてしてないよ。あいつが勝手に出ていったのさ。
story_automation_os_unlocked,mara,おおかた、組みしやすそうな新人経営者に取り入って待遇を上げようって魂胆だろうね。
story_automation_os_unlocked,mara,まあそれはいい。
story_automation_os_unlocked,mara,それよりあんた、最近売り上げを伸ばしてるみたいだね。
story_automation_os_unlocked,mara,せっかくサポートロボットがいるんだ。使わない手はないね。
story_automation_os_unlocked,mara,サポートロボット用のOSはうちでも取り扱ってるよ。
story_automation_os_unlocked,mara,雇用主によるOSの契約とアクティベーションが必要だから、あいつを使うならあんたが買わなきゃいけない。
story_automation_os_unlocked,operator,親切にしては値札がついているように見えるが。
story_automation_os_unlocked,mara,それが商売上手ってやつさ。
story_automation_os_unlocked,mara,ほめるようで癪だが、きちんと使えればあいつらは有能だよ。
story_labor_first_open,support_robot,いよいよ我々の出番ですか？？
story_labor_first_open,operator,オイル代くらいは働いてもらわないとな
story_labor_first_open,support_robot,僕たちに仕事を指示するときは、労務管理タブからプログラムをすることができます。
story_labor_first_open,support_robot,ビジュアルスクリプトを採用しており、誰でも簡単指示をくむことができますよ！
story_labor_first_open,operator,自分でプログラムしないといけないのか？　
story_labor_first_open,operator,AIなんだから、勝手に自分で状況を理解して動いてくれないのか？
story_labor_first_open,support_robot,残り少ない人類の知的水準維持のため、AIエージェントによる過度なサポートはロックがかかるようになっています。
story_labor_first_open,operator,……。
story_labor_first_open,support_robot,老化防止にもなりますよ！　自分の頭と手を使って頑張りましょう！
story_labor_first_open,support_robot,考えるのが面倒だったら、とりあえずはノードパッケージを利用することをお勧めします！
story_labor_first_open,support_robot,いろいろなコンセプトが詰まった初心者向けのスターターパックみたいなものですね！
story_labor_first_open,support_robot,ただし、ノードパッケージに必要なOSや設備が購入されていなければいけないのでお気をつけて！
story_allmarket_unlocked,operator,今日はいろんな奴に話しかけられる日だ…。
story_allmarket_unlocked,mara,なんだい出会い頭に。
story_allmarket_unlocked,operator,こちらの話だ。要件は？
story_allmarket_unlocked,mara,あんたの農場も、だいぶ知られてきたようだね。
story_allmarket_unlocked,mara,何を作って誰に売ろうとそれはあんたの自由ってもんだ。
story_allmarket_unlocked,mara,しかし、今のあんたは選択肢を得る立場になった。
story_allmarket_unlocked,mara,これから何を作り、何を売るかで、あんたは評価される。
story_allmarket_unlocked,operator,商売の話ってわけではなさそうだな
story_allmarket_unlocked,mara,市場はよく見てるよ。誰に何を渡したか、その積み重ねがあんたの名前になる。
story_allmarket_unlocked,operator,名札を選べるほど、自由になったつもりはない。
story_allmarket_unlocked,mara,それはあんたの傲慢だ。そして選択は残る。歴史としてね。
story_allmarket_unlocked,operator,肝に銘じるよ。
story_pre_result_robot_interview,narrator,？？年後
story_pre_result_robot_interview,support_robot,これをここに置いたらいいですか？？
story_pre_result_robot_interview,unknown,そうだね～そこにお願い。
story_pre_result_robot_interview,unknown,って誰だよお前！
story_pre_result_robot_interview,support_robot,私ですか？ 私は汎用型支援AIロボットです。マーラさんからここに働き口があると聞いて伺いました。
story_pre_result_robot_interview,support_robot,人は殺せませんが、農場を守る心強いパートナーですよ。
story_pre_result_robot_interview,support_robot,こちら、履歴書とメーカー保証書です。
story_pre_result_robot_interview,support_robot,ただいま失業中でして。
story_pre_result_robot_interview,unknown,あらあら、それはお気の毒に…。
story_pre_result_robot_interview,unknown,前職はなにを？
story_pre_result_robot_interview,support_robot,レタスの生産農家でした。
story_pre_result_robot_interview,unknown,レ、レタス！！？
story_pre_result_robot_interview,unknown,勘弁してくれよめちゃくちゃ違法じゃないか！
story_pre_result_robot_interview,support_robot,私はただのロボットです。私を雇用したところであなたが法的に罰せられることはありません。
story_pre_result_robot_interview,unknown,まあ、それはそうだけどさ…
story_pre_result_robot_interview,unknown,前の雇い主はどうだったの？　捕まっちゃったの？
story_pre_result_robot_interview,support_robot,守秘義務があるのでお答えできませんが…。
story_pre_result_robot_interview,unknown,どんなやつかだけ教えてくれよう。このご時世、そんな危ない橋を渡るやつがどんなやつなのか気になっちゃうよ。
story_pre_result_robot_interview,unknown,教えてくれたら採用を考えてあげるよ。
story_pre_result_robot_interview,support_robot,そ、そうですか！？？
story_pre_result_robot_interview,support_robot,まあ、一言で表すならそうですねえ…
story_radar_unlocked,yun,あんた、もうちょっと周囲に気を払った方がいいぞ。
story_radar_unlocked,yun,市場に出回るのはレタスだけじゃない。
story_radar_unlocked,yun,新しい違法栽培者の情報が管理局まで届いたらしい。
story_radar_unlocked,operator,監視がこちらへ向いたということか。
story_radar_unlocked,yun,古い監視レーダーをやるよ。
story_radar_unlocked,yun,[[image:assets/Item/radar.webp|古い監視レーダー]]
story_radar_unlocked,yun,管理局の接近を感知したら、電源を落としてやりすごせ。
story_radar_unlocked,yun,この狭い社会で、痕跡なく動くことは不可能だ。
story_radar_unlocked,yun,物流には人がかかわる。人が関われば情報として痕跡が残る。
story_radar_unlocked,yun,出荷も、物資購入もできるだけまとめてするんだ。
story_radar_unlocked,yun,何回も出入りがあれば、それだけ奴らは警戒度を上げる。
story_radar_unlocked,operator,わかった。感謝する。
story_radar_unlocked,yun,テストをしよう。いまからダミー信号が接近するから
story_radar_unlocked,yun,あんたの拠点に重なる前に農場の電源を切るんだ。
story_radar_tutorial_success,operator,やり過ごせたか？
story_radar_tutorial_success,operator,空調も止まるのは厳しいな。
story_radar_tutorial_success,yun,ダミーはあんたの拠点を見失ったようだ。それでいい。
story_radar_tutorial_success,yun,本番ではぬかるなよ。ワイロを払えば見逃してもらえるかもしれないが
story_radar_tutorial_success,yun,つけこまれるとどんどん高額になっていくぞ。
story_radar_tutorial_failure,operator,ちくしょう、間に合わなかった。
story_radar_tutorial_failure,operator,サポートロボットのやつにけつまづいたんだ。
story_radar_tutorial_failure,yun,これは訓練だ。良かったな。
story_radar_tutorial_failure,yun,本番ではぬかるなよ。ワイロを払えば見逃してもらえるかもしれないが
story_radar_tutorial_failure,yun,つけこまれるとどんどん高額になっていくぞ。
